transaction_date,branch_id,total_revenue,order_count,customer_count,new_customers,repeat_customers,staff_count,avg_prep_time,avg_review_score,avg_order_value,peak_hour,day_of_week,is_weekend,unique_products_sold,product_diversity_score,total_cost,waste_cost
2023-02-17,1,967.6,214,214,68,146,6,5.08,4.5,4.52,10,4,0,58,0.725,369.14,10.1
2023-02-18,1,1069.53,202,202,103,99,6,5.52,4.7,5.29,10,5,1,62,0.775,376.09,13.49
2023-02-19,1,1164.4,250,250,149,101,7,5.29,4.46,4.66,9,6,1,66,0.825,384.21,14.44
2023-02-20,1,760.23,205,205,80,125,6,5.04,4.47,3.71,9,0,0,62,0.775,238.72,10.56
2023-02-21,1,870.48,168,168,51,117,6,5.3,4.65,5.18,9,1,0,64,0.8,275.41,8.23
2023-02-22,1,1037.5,214,214,77,137,6,5.54,4.43,4.85,14,2,0,49,0.6125,390.13,14.14
2023-02-23,1,904.5,200,200,76,124,6,5.82,4.68,4.52,7,3,0,51,0.6375,329.92,15.34
2023-02-24,1,986.9,213,213,72,141,6,5.74,4.67,4.63,12,4,0,50,0.625,311.91,13.4
2023-02-25,1,813.55,185,185,89,96,6,5.26,4.58,4.4,10,5,1,48,0.6,270.75,11.71
2023-02-26,1,1030.9,233,233,140,93,6,6.43,4.42,4.42,14,6,1,50,0.625,406.56,14.53
2023-02-27,1,931.85,208,208,78,130,6,5.11,4.58,4.48,18,0,0,51,0.6375,329.31,12.65
2023-02-28,1,842.9,189,189,78,111,6,5.07,4.47,4.46,19,1,0,49,0.6125,334.29,23.81
2023-03-01,1,1021.1,229,229,84,145,6,6.09,4.62,4.46,15,2,0,48,0.6,376.56,9.6
2023-03-02,1,1088.4,243,243,106,137,7,5.77,4.5,4.48,13,3,0,51,0.6375,362.88,13.03
2023-03-03,1,1160.35,264,264,110,154,7,6.56,4.65,4.4,16,4,0,50,0.625,359.2,9.93
2023-03-04,1,1008.75,228,228,117,111,6,6.5,4.46,4.42,12,5,1,51,0.6375,324.56,12.9
2023-03-05,1,1097.15,253,253,130,123,4,24.22,3.97,4.34,19,6,1,51,0.6375,347.66,10.73
2023-03-06,1,732.75,169,169,52,117,6,5.93,4.59,4.34,15,0,0,50,0.625,273.49,10.39
2023-03-07,1,921.3,212,212,83,129,6,5.88,4.51,4.35,18,1,0,49,0.6125,353.32,13.23
2023-03-08,1,1209.08,241,241,101,140,7,5.06,4.53,5.02,13,2,0,60,0.75,441.73,16.32
2023-03-09,1,908.83,199,199,63,136,6,5.27,4.74,4.57,7,3,0,56,0.7,298.93,10.92
2023-03-10,1,1081.2,230,230,81,149,6,6.06,4.7,4.7,8,4,0,62,0.775,422.16,19.55
2023-03-11,1,995.25,201,201,112,89,6,5.74,4.65,4.95,9,5,1,58,0.725,352.82,14.5
2023-03-12,1,664.13,144,144,78,66,5,5.91,4.59,4.61,10,6,1,54,0.675,256.61,6.2
2023-03-13,1,846.1,199,199,64,135,6,5.06,4.76,4.25,10,0,0,52,0.65,283.94,10.4
2023-03-14,1,966.55,183,183,68,115,6,5.23,4.46,5.28,9,1,0,59,0.7375,331.21,7.75
2023-03-15,1,1417.45,283,283,117,166,7,7.14,4.73,5.01,9,2,0,67,0.8375,516.54,24.3
2023-03-16,1,1149.13,258,258,84,174,7,5.98,4.63,4.45,7,3,0,62,0.775,403.13,9.81
2023-03-17,1,1440.45,296,296,113,183,7,7.68,4.53,4.87,10,4,0,65,0.8125,449.48,20.87
2023-03-18,1,1207.58,260,260,120,140,7,5.75,4.76,4.64,10,5,1,66,0.825,467.92,20.93
2023-03-19,1,1488.5,279,279,167,112,7,6.72,4.76,5.34,10,6,1,67,0.8375,590.34,18.77
2023-03-20,1,1113.08,280,280,101,179,7,7.2,4.52,3.98,8,0,0,68,0.85,362.04,11.62
2023-03-21,1,835.85,171,171,73,98,6,5.78,4.54,4.89,9,1,0,60,0.75,261.71,10.38
2023-03-22,1,1124.55,252,252,104,148,7,5.71,4.78,4.46,11,2,0,51,0.6375,448.52,22.3
2023-03-23,1,1060.55,234,234,89,145,6,7.03,4.53,4.53,19,3,0,50,0.625,405.31,16.84
2023-03-24,1,1123.2,246,246,92,154,7,5.69,4.55,4.57,10,4,0,51,0.6375,446.63,11.94
2023-03-25,1,1025.75,237,237,136,101,6,6.81,4.63,4.33,8,5,1,51,0.6375,400.35,20.29
2023-03-26,1,1208.65,268,268,132,136,7,6.18,4.73,4.51,8,6,1,51,0.6375,476.72,11.29
2023-03-27,1,1124.0,249,249,88,161,7,6.04,4.64,4.51,11,0,0,50,0.625,344.49,16.78
2023-03-28,1,954.75,213,213,75,138,6,5.06,4.51,4.48,11,1,0,50,0.625,306.76,12.16
2023-03-29,1,978.8,231,231,94,137,6,6.57,4.64,4.24,10,2,0,50,0.625,363.19,15.17
2023-03-30,1,967.05,218,218,68,150,6,5.77,4.41,4.44,8,3,0,57,0.7125,361.53,15.71
2023-03-31,1,915.15,210,210,92,118,6,5.72,4.43,4.36,10,4,0,56,0.7,309.9,11.35
2023-04-01,1,1316.5,302,302,174,128,7,8.63,4.52,4.36,12,5,1,51,0.6375,441.15,16.41
2023-04-02,1,1351.35,294,294,168,126,7,7.84,4.6,4.6,17,6,1,51,0.6375,450.72,23.09
2023-04-03,1,1333.4,298,298,103,195,7,7.9,4.41,4.47,11,0,0,50,0.625,443.55,14.81
2023-04-04,1,1150.75,262,262,101,161,7,6.26,4.68,4.39,13,1,0,50,0.625,449.6,20.32
2023-04-05,1,1242.15,290,290,122,168,4,25.0,3.72,4.28,12,2,0,51,0.6375,499.51,18.81
2023-04-06,1,1002.95,227,227,79,148,6,5.94,4.44,4.42,15,3,0,51,0.6375,405.22,9.23
2023-04-07,1,1138.6,262,262,84,178,7,5.91,4.48,4.35,8,4,0,51,0.6375,359.84,15.18
2023-04-08,1,1631.93,316,316,157,159,7,9.82,4.55,5.16,12,5,1,66,0.825,615.24,22.88
2023-04-09,1,1192.18,254,254,131,123,7,6.16,4.52,4.69,10,6,1,64,0.8,488.29,11.08
2023-04-10,1,1355.45,288,288,109,179,7,7.98,4.43,4.71,7,0,0,64,0.8,467.9,18.36
2023-04-11,1,1295.0,278,278,84,194,7,6.55,4.76,4.66,9,1,0,61,0.7625,515.38,20.3
2023-04-12,1,958.63,203,203,79,124,6,5.5,4.54,4.72,9,2,0,59,0.7375,372.35,13.18
2023-04-13,1,1069.7,259,259,87,172,7,5.63,4.76,4.13,7,3,0,55,0.6875,391.9,13.67
2023-04-14,1,1195.83,223,223,98,125,6,6.31,4.55,5.36,9,4,0,65,0.8125,398.84,15.76
2023-04-15,1,1622.66,326,326,191,135,7,10.52,4.17,4.98,9,5,1,66,0.825,586.46,27.35
2023-04-16,1,1482.08,327,327,194,133,7,11.11,4.28,4.53,10,6,1,65,0.8125,477.08,11.89
2023-04-17,1,1543.6,315,315,132,183,5,24.33,3.71,4.9,10,0,0,62,0.775,608.28,28.02
2023-04-18,1,1608.79,322,322,117,205,7,10.64,4.37,5.0,10,1,0,69,0.8625,620.62,18.74
2023-04-19,1,1738.93,349,349,109,240,7,13.31,4.1,4.98,9,2,0,70,0.875,580.78,12.4
2023-04-20,1,1163.95,289,289,101,188,7,7.18,4.74,4.03,8,3,0,66,0.825,471.51,10.38
2023-04-21,1,1101.88,213,213,88,125,6,5.74,4.62,5.17,9,4,0,64,0.8,435.03,16.3
2023-04-22,1,1291.95,278,278,132,146,7,7.32,4.61,4.65,13,5,1,51,0.6375,499.39,14.01
2023-04-23,1,1384.05,296,296,177,119,7,8.59,4.35,4.68,7,6,1,51,0.6375,547.76,21.68
2023-04-24,1,1539.8,347,347,127,220,7,12.38,4.24,4.44,11,0,0,51,0.6375,598.91,26.0
2023-04-25,1,1306.1,301,301,130,171,7,8.84,4.52,4.34,19,1,0,51,0.6375,442.45,16.69
2023-04-26,1,1447.5,321,321,120,201,7,9.97,4.34,4.51,14,2,0,51,0.6375,484.36,10.04
2023-04-27,1,1439.55,317,317,104,213,7,9.62,4.21,4.54,19,3,0,50,0.625,521.79,22.9
2023-04-28,1,1172.7,270,270,90,180,7,6.19,4.62,4.34,17,4,0,50,0.625,433.04,14.11
2023-04-29,1,1124.05,252,252,121,131,7,5.2,4.47,4.46,15,5,1,51,0.6375,453.69,12.22
2023-04-30,1,1275.6,277,277,142,135,7,7.22,4.55,4.61,10,6,1,62,0.775,445.36,12.48
2023-05-01,1,1657.65,376,376,152,224,8,11.02,4.0,4.41,16,0,0,51,0.6375,591.81,15.25
2023-05-02,1,1758.45,393,393,139,254,8,12.79,3.82,4.47,13,1,0,51,0.6375,591.06,26.54
2023-05-03,1,1760.45,402,402,147,255,5,25.0,3.49,4.38,11,2,0,50,0.625,604.34,21.71
2023-05-04,1,1709.85,385,385,123,262,8,12.17,4.09,4.44,12,3,0,51,0.6375,551.04,14.36
2023-05-05,1,1726.65,387,387,137,250,8,12.21,4.16,4.46,12,4,0,51,0.6375,661.97,49.49
2023-05-06,1,1293.05,291,291,149,142,7,7.54,4.6,4.44,15,5,1,51,0.6375,466.29,14.4
2023-05-07,1,1416.6,324,324,191,133,7,10.96,4.35,4.37,7,6,1,51,0.6375,508.86,23.2
2023-05-08,1,1967.68,391,391,146,245,8,11.97,3.89,5.03,13,0,0,66,0.825,711.75,24.76
2023-05-09,1,1362.11,313,313,126,187,7,9.65,4.21,4.35,10,1,0,60,0.75,530.82,11.19
2023-05-10,1,1716.9,380,380,144,236,8,11.52,4.1,4.52,8,2,0,66,0.825,632.39,21.56
2023-05-11,1,1395.0,313,313,94,219,7,9.18,4.49,4.46,9,3,0,63,0.7875,468.3,11.21
2023-05-12,1,1175.08,254,254,94,160,7,5.36,4.76,4.63,9,4,0,59,0.7375,473.2,15.23
2023-05-13,1,1299.85,315,315,188,127,7,9.63,4.32,4.13,10,5,1,54,0.675,497.71,24.52
2023-05-14,1,1482.0,293,293,152,141,7,7.72,4.54,5.06,9,6,1,64,0.8,498.07,23.03
2023-05-15,1,2180.88,447,447,178,269,9,12.65,3.76,4.88,10,0,0,70,0.875,744.38,25.0
2023-05-16,1,2042.15,450,450,141,309,9,13.2,4.03,4.54,10,1,0,67,0.8375,795.7,38.97
2023-05-17,1,1942.5,398,398,162,236,8,12.87,3.87,4.88,7,2,0,66,0.825,739.54,15.65
2023-05-18,1,1965.94,397,397,169,228,8,12.69,3.9,4.95,10,3,0,71,0.8875,633.24,27.51
2023-05-19,1,2184.7,448,448,173,275,6,25.0,3.68,4.88,10,4,0,70,0.875,775.59,33.02
2023-05-20,1,1798.73,416,416,194,222,8,14.82,3.93,4.32,8,5,1,73,0.9125,609.02,51.71
2023-05-21,1,1568.78,295,295,161,134,7,8.55,4.41,5.32,9,6,1,68,0.85,616.65,23.83
2023-05-22,1,1773.15,390,390,142,248,8,11.73,4.23,4.55,11,0,0,51,0.6375,661.79,22.77
2023-05-23,1,1653.1,359,359,143,216,7,13.87,3.97,4.6,19,1,0,51,0.6375,594.65,27.5
2023-05-24,1,1889.65,422,422,166,256,8,15.09,3.73,4.48,13,2,0,51,0.6375,741.64,19.56
2023-05-25,1,1628.15,369,369,150,219,8,10.87,4.16,4.41,13,3,0,51,0.6375,524.69,16.57
2023-05-26,1,1826.65,409,409,131,278,8,13.96,3.71,4.47,9,4,0,51,0.6375,732.38,16.78
2023-05-27,1,1661.05,374,374,212,162,8,10.46,4.3,4.44,11,5,1,51,0.6375,592.64,19.96
2023-05-28,1,1612.85,372,372,200,172,8,10.86,3.97,4.34,8,6,1,51,0.6375,565.56,23.31
2023-05-29,1,1637.1,363,363,151,212,8,9.48,4.38,4.51,13,0,0,51,0.6375,592.73,17.56
2023-05-30,1,1670.95,382,382,153,229,8,11.33,4.14,4.37,8,1,0,60,0.75,611.07,12.9
2023-05-31,1,1671.11,367,367,127,240,8,10.3,4.05,4.55,8,2,0,65,0.8125,660.07,14.98
2023-06-01,1,1794.85,408,408,163,245,8,13.49,3.74,4.4,15,3,0,51,0.6375,671.45,30.69
2023-06-02,1,1915.45,432,432,182,250,8,15.81,3.58,4.43,13,4,0,51,0.6375,599.94,17.74
2023-06-03,1,1953.5,439,439,228,211,8,16.68,3.77,4.45,11,5,1,51,0.6375,624.02,15.81
2023-06-04,1,1760.9,400,400,185,215,8,12.84,3.89,4.4,12,6,1,51,0.6375,627.78,21.48
2023-06-05,1,1842.45,416,416,182,234,8,15.05,3.73,4.43,12,0,0,51,0.6375,564.12,19.37
2023-06-06,1,1397.1,313,313,113,200,7,9.6,4.36,4.46,15,1,0,51,0.6375,563.78,41.27
2023-06-07,1,1555.55,355,355,147,208,7,13.86,3.95,4.38,12,2,0,51,0.6375,551.3,16.67
2023-06-08,1,2168.68,414,414,130,284,8,14.7,3.88,5.24,19,3,0,72,0.9,736.2,18.0
2023-06-09,1,1518.48,341,341,129,212,7,11.79,4.03,4.45,7,4,0,63,0.7875,526.95,10.57
2023-06-10,1,1749.45,375,375,203,172,8,11.02,4.18,4.67,9,5,1,67,0.8375,719.21,20.82
2023-06-11,1,1703.65,368,368,181,187,8,10.74,4.16,4.63,9,6,1,66,0.825,685.52,21.94
2023-06-12,1,1244.6,273,273,85,188,7,6.48,4.73,4.56,9,0,0,58,0.725,460.79,17.97
2023-06-13,1,1439.45,341,341,124,217,7,12.03,4.26,4.22,7,1,0,55,0.6875,569.78,22.86
2023-06-14,1,1588.55,303,303,113,190,7,8.72,4.65,5.24,8,2,0,65,0.8125,519.8,11.56
2023-06-15,1,2373.21,468,468,200,268,9,14.3,3.63,5.07,9,3,0,71,0.8875,856.05,37.63
2023-06-16,1,2229.8,483,483,202,281,6,25.0,3.75,4.62,7,4,0,70,0.875,899.57,44.5
2023-06-17,1,2072.65,435,435,210,225,8,16.38,3.85,4.76,10,5,1,66,0.825,855.41,39.29
2023-06-18,1,2044.88,437,437,226,211,8,17.08,3.51,4.68,10,6,1,70,0.875,743.56,37.11
2023-06-19,1,2546.43,489,489,214,275,9,16.19,3.41,5.21,10,0,0,74,0.925,938.45,33.92
2023-06-20,1,1679.38,434,434,191,243,8,16.22,3.62,3.87,8,1,0,71,0.8875,622.6,13.22
2023-06-21,1,1614.25,317,317,111,206,7,10.18,4.24,5.09,9,2,0,66,0.825,527.24,25.09
2023-06-22,1,1912.05,407,407,127,280,4,25.0,3.48,4.7,16,3,0,51,0.6375,669.65,17.67
2023-06-23,1,1864.4,409,409,154,255,8,13.68,3.86,4.56,7,4,0,51,0.6375,629.29,54.62
2023-06-24,1,2117.55,472,472,215,257,9,14.52,3.81,4.49,11,5,1,51,0.6375,737.03,16.31
2023-06-25,1,1740.7,396,396,182,214,8,13.1,3.94,4.4,8,6,1,51,0.6375,696.98,26.72
2023-06-26,1,1975.1,432,432,148,284,8,16.44,3.49,4.57,9,0,0,51,0.6375,785.26,36.07
2023-06-27,1,1861.55,421,421,139,282,8,14.67,3.83,4.42,11,1,0,51,0.6375,622.69,30.01
2023-06-28,1,1758.1,393,393,133,260,8,12.48,4.16,4.47,11,2,0,51,0.6375,679.67,30.44
2023-06-29,1,1852.75,410,410,178,232,8,13.91,3.8,4.52,16,3,0,51,0.6375,669.8,28.3
2023-06-30,1,1807.65,404,404,145,259,8,13.61,3.77,4.47,10,4,0,61,0.7625,659.09,31.93
