transaction_date,branch_id,total_revenue,order_count,customer_count,new_customers,repeat_customers,staff_count,avg_prep_time,avg_review_score,avg_order_value,peak_hour,day_of_week,is_weekend,unique_products_sold,product_diversity_score,total_cost,waste_cost
2023-01-29,3,612.15,135,135,76,59,3,9.8,4.36,4.53,15,6,1,44,0.55,198.02,10.17
2023-01-30,3,868.4,166,166,70,96,5,5.32,4.4,5.23,9,0,0,60,0.75,296.01,6.05
2023-01-31,3,768.4,159,159,65,94,5,5.87,4.45,4.83,9,1,0,63,0.7875,300.96,14.84
2023-02-01,3,849.4,179,179,72,107,5,5.99,4.7,4.75,18,2,0,50,0.625,305.93,15.19
2023-02-02,3,883.95,200,200,64,136,6,5.1,4.75,4.42,10,3,0,50,0.625,333.54,7.14
2023-02-03,3,896.0,202,202,72,130,6,5.11,4.41,4.44,12,4,0,51,0.6375,279.14,8.69
2023-02-04,3,844.65,200,200,106,94,6,5.32,4.45,4.22,9,5,1,49,0.6125,320.66,13.47
2023-02-05,3,709.35,161,161,85,76,5,5.38,4.57,4.41,16,6,1,48,0.6,254.58,10.62
2023-02-06,3,796.15,182,182,77,105,5,5.79,4.63,4.37,16,0,0,49,0.6125,303.6,27.99
2023-02-07,3,893.25,203,203,62,141,6,5.01,4.52,4.4,10,1,0,56,0.7,334.53,8.24
2023-02-08,3,949.93,209,209,88,121,6,5.76,4.45,4.55,10,2,0,60,0.75,364.09,13.54
2023-02-09,3,859.25,209,209,75,134,6,5.47,4.73,4.11,10,3,0,58,0.725,348.41,10.56
2023-02-10,3,1072.3,231,231,80,151,6,6.42,4.65,4.64,9,4,0,64,0.8,388.94,11.14
2023-02-11,3,1031.21,221,221,107,114,6,5.84,4.72,4.67,10,5,1,61,0.7625,385.75,11.51
2023-02-12,3,1125.8,231,231,126,105,6,6.74,4.69,4.87,9,6,1,63,0.7875,379.74,10.12
2023-02-13,3,1185.15,232,232,73,159,6,6.44,4.46,5.11,8,0,0,60,0.75,398.88,18.55
2023-02-14,3,1163.65,257,257,107,150,6,8.53,4.62,4.53,8,1,0,64,0.8,471.2,20.46
2023-02-15,3,850.25,181,181,57,124,5,6.09,4.61,4.7,7,2,0,60,0.75,270.64,7.05
2023-02-16,3,908.23,195,195,86,109,5,6.26,4.56,4.66,7,3,0,61,0.7625,282.0,13.54
2023-02-17,3,637.6,151,151,64,87,5,5.08,4.41,4.22,10,4,0,55,0.6875,212.49,9.33
2023-02-18,3,1049.5,212,212,125,87,6,5.78,4.7,4.95,10,5,1,67,0.8375,336.9,14.54
2023-02-19,3,1164.2,242,242,141,101,3,25.0,3.94,4.81,7,6,1,64,0.8,440.32,22.41
2023-02-20,3,1066.65,219,219,75,144,6,5.85,4.43,4.87,8,0,0,62,0.775,397.2,14.71
2023-02-21,3,958.65,222,222,97,125,6,5.97,4.5,4.32,10,1,0,58,0.725,374.35,13.86
2023-02-22,3,830.7,180,180,70,110,5,5.19,4.74,4.62,8,2,0,58,0.725,335.75,13.09
2023-02-23,3,888.98,177,177,62,115,5,5.06,4.47,5.02,9,3,0,57,0.7125,339.3,11.62
2023-02-24,3,815.1,176,176,57,119,5,5.5,4.66,4.63,9,4,0,55,0.6875,324.46,8.41
2023-02-25,3,853.35,182,182,88,94,5,5.3,4.51,4.69,8,5,1,63,0.7875,317.6,14.03
2023-02-26,3,928.45,198,198,98,100,3,25.0,3.73,4.69,8,6,1,60,0.75,355.23,11.4
2023-02-27,3,758.9,187,187,60,127,3,23.37,3.65,4.06,10,0,0,51,0.6375,265.32,8.5
2023-02-28,3,749.2,167,167,61,106,5,5.74,4.67,4.49,17,1,0,48,0.6,253.48,6.16
2023-03-01,3,1040.45,214,214,74,140,6,5.27,4.52,4.86,11,2,0,50,0.625,379.24,11.28
2023-03-02,3,1020.75,228,228,96,132,6,6.51,4.44,4.48,18,3,0,51,0.6375,338.47,15.12
2023-03-03,3,1037.55,229,229,77,152,6,6.15,4.58,4.53,14,4,0,51,0.6375,398.8,14.08
2023-03-04,3,868.4,195,195,103,92,5,6.98,4.53,4.45,14,5,1,50,0.625,289.48,8.13
2023-03-05,3,904.0,207,207,112,95,6,5.63,4.75,4.37,14,6,1,52,0.65,329.13,9.9
2023-03-06,3,934.95,205,205,88,117,6,5.89,4.53,4.56,8,0,0,50,0.625,299.19,14.61
2023-03-07,3,1136.05,263,263,99,164,6,9.44,4.3,4.32,10,1,0,57,0.7125,366.8,13.77
2023-03-08,3,1184.08,262,262,86,176,6,8.66,4.36,4.52,9,2,0,66,0.825,451.45,21.21
2023-03-09,3,1268.7,286,286,121,165,6,11.33,4.26,4.44,10,3,0,62,0.775,515.57,10.68
2023-03-10,3,1252.18,284,284,105,179,4,25.0,3.83,4.41,9,4,0,66,0.825,411.7,13.94
2023-03-11,3,1140.8,252,252,127,125,6,8.28,4.53,4.53,8,5,1,63,0.7875,387.23,9.12
2023-03-12,3,1278.05,266,266,146,120,6,8.88,4.28,4.8,9,6,1,67,0.8375,408.14,18.7
2023-03-13,3,1440.9,269,269,95,174,6,9.74,4.2,5.36,10,0,0,68,0.85,481.22,18.53
2023-03-14,3,1379.83,289,289,88,201,6,11.35,4.25,4.77,9,1,0,66,0.825,425.16,14.14
2023-03-15,3,1005.28,229,229,75,154,6,6.49,4.57,4.39,9,2,0,63,0.7875,373.56,16.64
2023-03-16,3,1142.43,260,260,90,170,6,8.97,4.43,4.39,10,3,0,61,0.7625,448.36,11.11
2023-03-17,3,788.45,176,176,75,101,5,5.11,4.5,4.48,7,4,0,54,0.675,244.69,10.83
2023-03-18,3,1163.25,240,240,114,126,6,6.65,4.77,4.85,8,5,1,66,0.825,371.28,17.82
2023-03-19,3,1085.18,256,256,153,103,6,8.33,4.59,4.24,8,6,1,63,0.7875,345.49,13.73
2023-03-20,3,1114.1,246,246,107,139,6,7.65,4.63,4.53,9,0,0,63,0.7875,381.23,14.62
2023-03-21,3,1316.7,293,293,128,165,6,12.11,4.33,4.49,8,1,0,63,0.7875,454.24,17.85
2023-03-22,3,923.9,207,207,91,116,6,5.47,4.46,4.46,9,2,0,60,0.75,324.65,16.0
2023-03-23,3,1142.33,237,237,80,157,6,6.42,4.58,4.82,8,3,0,62,0.775,394.4,11.34
2023-03-24,3,1015.9,213,213,83,130,6,5.96,4.68,4.77,10,4,0,57,0.7125,381.27,10.23
2023-03-25,3,1006.3,213,213,99,114,6,6.02,4.7,4.72,10,5,1,60,0.75,410.19,16.8
2023-03-26,3,971.63,208,208,120,88,6,5.93,4.73,4.67,7,6,1,63,0.7875,399.11,11.67
2023-03-27,3,1060.6,263,263,95,168,6,8.95,4.44,4.03,10,0,0,49,0.6125,359.72,13.72
2023-03-28,3,892.55,206,206,90,116,6,5.71,4.49,4.33,16,1,0,52,0.65,349.28,16.81
2023-03-29,3,672.9,157,157,68,89,5,5.37,4.69,4.29,11,2,0,50,0.625,214.86,7.18
2023-03-30,3,998.98,211,211,76,135,6,5.14,4.79,4.73,8,3,0,62,0.775,351.31,15.46
2023-03-31,3,923.4,203,203,86,117,6,5.19,4.7,4.55,10,4,0,59,0.7375,320.03,7.09
2023-04-01,3,1215.35,261,261,124,137,6,9.06,4.61,4.66,18,5,1,51,0.6375,399.4,10.55
2023-04-02,3,1222.3,275,275,150,125,6,10.15,4.27,4.44,13,6,1,52,0.65,488.37,10.26
2023-04-03,3,1144.0,257,257,112,145,6,8.45,4.4,4.45,11,0,0,52,0.65,369.66,9.05
2023-04-04,3,1084.55,250,250,83,167,6,7.92,4.72,4.34,9,1,0,49,0.6125,431.34,12.97
2023-04-05,3,1108.3,250,250,82,168,6,7.65,4.53,4.43,10,2,0,52,0.65,392.81,17.49
2023-04-06,3,1167.0,267,267,120,147,6,9.43,4.42,4.37,14,3,0,51,0.6375,361.72,12.04
2023-04-07,3,1529.45,338,338,132,206,7,12.17,4.09,4.52,10,4,0,60,0.75,511.45,22.86
2023-04-08,3,1427.78,315,315,182,133,6,14.69,3.91,4.53,10,5,1,65,0.8125,480.67,22.62
2023-04-09,3,1431.4,330,330,176,154,7,11.37,4.24,4.34,9,6,1,62,0.775,526.86,15.63
2023-04-10,3,1411.05,311,311,111,200,6,14.8,4.12,4.54,10,0,0,67,0.8375,487.11,20.55
2023-04-11,3,1362.03,304,304,113,191,6,13.24,4.26,4.48,10,1,0,64,0.8,525.35,23.8
2023-04-12,3,1569.0,337,337,108,229,7,12.02,4.16,4.66,8,2,0,69,0.8625,543.94,24.24
2023-04-13,3,1797.4,354,354,149,205,7,13.19,4.09,5.08,10,3,0,66,0.825,672.07,29.41
2023-04-14,3,1818.46,358,358,158,200,7,13.92,3.77,5.08,9,4,0,73,0.9125,725.81,35.48
2023-04-15,3,1229.08,270,270,152,118,6,9.38,4.57,4.55,7,5,1,63,0.7875,492.25,17.43
2023-04-16,3,1555.43,335,335,186,149,7,11.98,4.37,4.64,7,6,1,65,0.8125,518.67,13.62
2023-04-17,3,1638.45,205,205,82,123,6,5.33,4.57,7.99,9,0,0,60,0.75,503.11,12.29
2023-04-18,3,1580.6,329,329,123,206,7,10.83,4.13,4.8,10,1,0,68,0.85,644.77,24.18
2023-04-19,3,1449.18,309,309,113,196,6,14.48,3.81,4.69,10,2,0,69,0.8625,498.31,20.46
2023-04-20,3,1317.4,286,286,92,194,6,11.71,4.36,4.61,8,3,0,59,0.7375,511.79,20.48
2023-04-21,3,1521.85,340,340,152,188,7,11.91,4.39,4.48,10,4,0,63,0.7875,605.39,22.07
2023-04-22,3,1035.45,226,226,122,104,6,5.75,4.44,4.58,7,5,1,64,0.8,345.39,13.16
2023-04-23,3,1414.48,284,284,132,152,6,11.2,4.22,4.98,9,6,1,63,0.7875,489.98,11.61
2023-04-24,3,1166.75,248,248,80,168,6,7.92,4.51,4.7,10,0,0,62,0.775,378.42,12.88
2023-04-25,3,1284.55,266,266,81,185,6,9.47,4.48,4.83,10,1,0,64,0.8,452.69,16.03
2023-04-26,3,1427.5,304,304,131,173,6,13.37,3.97,4.7,7,2,0,65,0.8125,472.31,11.6
2023-04-27,3,1301.45,319,319,133,186,6,15.97,3.9,4.08,10,3,0,51,0.6375,469.51,14.02
2023-04-28,3,1089.95,248,248,80,168,6,7.58,4.63,4.39,16,4,0,50,0.625,334.24,10.92
2023-04-29,3,892.55,199,199,113,86,5,7.43,4.7,4.49,16,5,1,52,0.65,314.9,15.02
2023-04-30,3,1111.4,254,254,123,131,6,8.49,4.3,4.38,8,6,1,62,0.775,354.97,16.0
2023-05-01,3,1598.4,347,347,142,205,7,12.79,4.33,4.61,17,0,0,51,0.6375,516.84,23.51
2023-05-02,3,1590.55,358,358,159,199,7,13.73,3.77,4.44,19,1,0,51,0.6375,565.52,14.94
2023-05-03,3,1552.5,357,357,158,199,7,13.54,3.92,4.35,14,2,0,52,0.65,603.66,21.06
2023-05-04,3,1448.55,323,323,130,193,7,10.43,4.23,4.48,11,3,0,51,0.6375,540.77,23.66
2023-05-05,3,1445.7,322,322,136,186,7,10.3,4.37,4.49,8,4,0,51,0.6375,442.9,18.91
2023-05-06,3,1433.1,327,327,180,147,7,10.68,4.25,4.38,13,5,1,52,0.65,457.89,10.33
2023-05-07,3,1957.55,437,437,220,217,8,17.03,3.6,4.48,10,6,1,59,0.7375,762.61,29.33
2023-05-08,3,1767.38,396,396,131,265,7,18.53,3.67,4.46,9,0,0,63,0.7875,575.84,28.57
2023-05-09,3,1916.2,430,430,132,298,8,16.14,3.82,4.46,10,1,0,63,0.7875,606.12,13.96
2023-05-10,3,1942.63,422,422,153,269,8,15.22,3.8,4.6,7,2,0,72,0.9,637.29,16.22
2023-05-11,3,1905.31,404,404,180,224,8,13.19,3.87,4.72,10,3,0,69,0.8625,707.27,20.77
2023-05-12,3,1896.4,411,411,135,276,8,14.09,3.78,4.61,9,4,0,70,0.875,694.12,15.78
2023-05-13,3,2312.6,445,445,264,181,8,17.49,3.6,5.2,10,5,1,72,0.9,765.01,39.08
2023-05-14,3,1979.71,424,424,253,171,8,15.52,3.55,4.67,9,6,1,71,0.8875,750.81,28.01
2023-05-15,3,1592.65,342,342,144,198,7,12.33,4.34,4.66,7,0,0,66,0.825,544.33,49.49
2023-05-16,3,1815.78,399,399,148,251,7,18.48,3.77,4.55,10,1,0,66,0.825,654.41,31.1
2023-05-17,3,1791.35,247,247,97,150,6,8.0,4.35,7.25,9,2,0,58,0.725,641.23,26.77
2023-05-18,3,1949.33,419,419,126,293,5,25.0,3.71,4.65,10,3,0,69,0.8625,651.08,20.05
2023-05-19,3,1908.83,405,405,155,250,8,13.81,3.99,4.71,7,4,0,69,0.8625,593.68,25.13
2023-05-20,3,1883.15,393,393,201,192,5,25.0,3.74,4.79,8,5,1,69,0.8625,670.24,16.74
2023-05-21,3,2085.08,436,436,249,187,8,16.43,3.46,4.78,10,6,1,68,0.85,706.3,25.21
2023-05-22,3,1510.95,320,320,118,202,7,9.89,4.18,4.72,10,0,0,67,0.8375,498.03,10.34
2023-05-23,3,1835.93,394,394,157,237,7,18.09,3.76,4.66,9,1,0,65,0.8125,678.72,30.92
2023-05-24,3,1533.2,314,314,111,203,6,14.57,4.0,4.88,10,2,0,62,0.775,608.17,27.9
2023-05-25,3,1597.4,321,321,126,195,7,10.0,4.4,4.98,8,3,0,65,0.8125,609.18,14.21
2023-05-26,3,1507.3,337,337,140,197,7,11.7,4.35,4.47,9,4,0,64,0.8,584.52,16.42
2023-05-27,3,1655.25,406,406,198,208,8,14.14,3.94,4.08,10,5,1,54,0.675,532.37,40.64
2023-05-28,3,1264.75,299,299,167,132,6,12.81,4.33,4.23,16,6,1,52,0.65,477.77,13.68
2023-05-29,3,1125.15,257,257,99,158,6,8.03,4.34,4.38,16,0,0,51,0.6375,409.88,15.79
2023-05-30,3,1432.5,307,307,131,176,6,14.18,4.19,4.67,9,1,0,65,0.8125,562.09,15.03
2023-05-31,3,1363.75,295,295,106,189,6,12.64,4.02,4.62,10,2,0,68,0.85,540.9,22.77
2023-06-01,3,1829.2,392,392,127,265,7,18.04,3.69,4.67,11,3,0,51,0.6375,586.74,23.38
2023-06-02,3,1701.6,381,381,170,211,7,16.67,3.87,4.47,17,4,0,52,0.65,579.89,27.1
2023-06-03,3,1612.8,360,360,186,174,7,13.76,3.91,4.48,18,5,1,52,0.65,660.93,21.96
2023-06-04,3,1628.9,363,363,194,169,7,14.88,3.8,4.49,11,6,1,51,0.6375,659.99,28.21
2023-06-05,3,1531.7,346,346,147,199,7,13.05,4.07,4.43,9,0,0,51,0.6375,613.59,29.41
2023-06-06,3,1611.4,362,362,151,211,7,14.9,3.75,4.45,13,1,0,51,0.6375,565.75,14.86
2023-06-07,3,2045.5,453,453,146,307,8,18.93,3.5,4.52,10,2,0,62,0.775,740.44,16.41
2023-06-08,3,2028.11,448,448,170,278,8,17.61,3.63,4.53,9,3,0,69,0.8625,714.07,28.82
2023-06-09,3,2189.6,491,491,196,295,8,22.31,3.62,4.46,9,4,0,64,0.8,886.1,29.59
2023-06-10,3,1990.7,439,439,244,195,8,17.03,3.46,4.53,10,5,1,71,0.8875,750.14,28.49
2023-06-11,3,2002.53,455,455,216,239,8,18.98,3.47,4.4,8,6,1,68,0.85,794.27,22.73
2023-06-12,3,2106.6,453,453,196,257,8,18.93,3.5,4.65,9,0,0,68,0.85,684.37,26.29
2023-06-13,3,2534.8,493,493,174,319,8,22.74,3.41,5.14,8,1,0,70,0.875,836.37,37.97
2023-06-14,3,2496.61,498,498,151,347,4,25.0,3.64,5.01,9,2,0,74,0.925,948.62,75.6
2023-06-15,3,1788.18,392,392,139,253,7,17.58,3.57,4.56,7,3,0,70,0.875,670.42,26.32
2023-06-16,3,1975.95,436,436,170,266,8,16.27,3.81,4.53,7,4,0,66,0.825,663.86,21.38
2023-06-17,3,2320.1,273,273,125,148,6,10.19,4.25,8.5,10,5,1,62,0.775,825.06,30.98
2023-06-18,3,2175.93,451,451,233,218,8,18.43,3.7,4.82,8,6,1,72,0.9,892.26,37.69
2023-06-19,3,2124.08,454,454,180,274,8,18.62,3.42,4.68,7,0,0,70,0.875,732.96,17.74
2023-06-20,3,1885.65,396,396,123,273,7,18.51,3.5,4.76,8,1,0,68,0.85,753.04,29.42
2023-06-21,3,2303.83,485,485,146,339,8,22.11,3.66,4.75,10,2,0,69,0.8625,812.49,26.58
2023-06-22,3,1557.1,341,341,131,210,5,25.0,3.76,4.57,9,3,0,63,0.7875,582.54,14.86
2023-06-23,3,1984.08,402,402,180,222,5,25.0,3.77,4.94,9,4,0,64,0.8,750.76,30.33
2023-06-24,3,1690.8,359,359,201,158,7,13.62,4.05,4.71,10,5,1,62,0.775,601.77,15.49
2023-06-25,3,1769.2,376,376,185,191,7,16.21,3.58,4.71,8,6,1,67,0.8375,722.21,14.85
2023-06-26,3,1746.1,387,387,133,254,7,17.36,3.81,4.51,7,0,0,64,0.8,548.15,13.41
2023-06-27,3,1676.7,414,414,149,265,8,14.89,3.69,4.05,10,1,0,54,0.675,569.07,20.66
2023-06-28,3,1445.85,334,334,138,196,7,11.96,4.32,4.33,14,2,0,52,0.65,521.68,12.86
2023-06-29,3,1298.55,294,294,90,204,6,12.53,3.96,4.42,11,3,0,50,0.625,408.42,13.81
2023-06-30,3,1904.93,343,343,148,195,7,12.22,4.31,5.55,11,4,0,66,0.825,660.95,25.74
