metric,label_mode,n_estimators,contamination,max_samples,max_features,bootstrap,label_anomaly_rate,pred_anomaly_rate,pseudo_f1,pseudo_precision,pseudo_recall,score_separation_z
avg_review_score,iqr(avg_review_score),200,0.02,0.6,0.7,False,0.0055248618784530384,0.022099447513812154,0.4,0.25,1.0,2.751553712482319
avg_review_score,iqr(avg_review_score),300,0.02,0.6,1.0,False,0.0055248618784530384,0.022099447513812154,0.4,0.25,1.0,2.7202168665544137
avg_review_score,iqr(avg_review_score),500,0.05,auto,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.7261614059115855
avg_review_score,iqr(avg_review_score),200,0.05,auto,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.7020290565022846
avg_review_score,iqr(avg_review_score),500,0.05,auto,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.7019456798879564
avg_review_score,iqr(avg_review_score),300,0.05,auto,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.6797069725757496
avg_review_score,iqr(avg_review_score),300,0.05,auto,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.6760989925004854
avg_review_score,iqr(avg_review_score),200,0.05,auto,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.661964590445445
avg_review_score,iqr(avg_review_score),500,0.05,0.8,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.6400269001913883
avg_review_score,iqr(avg_review_score),200,0.05,0.8,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.6283004357841393
avg_review_score,iqr(avg_review_score),300,0.05,0.6,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.6199363299481533
avg_review_score,iqr(avg_review_score),200,0.05,0.6,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.612326777347873
avg_review_score,iqr(avg_review_score),500,0.05,0.6,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.6119661722328518
avg_review_score,iqr(avg_review_score),300,0.05,0.8,0.7,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.6079301613957724
avg_review_score,iqr(avg_review_score),500,0.05,0.8,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.6008993857882006
avg_review_score,iqr(avg_review_score),300,0.05,0.8,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.5945024931068983
avg_review_score,iqr(avg_review_score),500,0.05,0.6,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.5774022765965205
avg_review_score,iqr(avg_review_score),200,0.05,0.8,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.555852597205968
avg_review_score,iqr(avg_review_score),300,0.05,0.6,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.520114547004517
avg_review_score,iqr(avg_review_score),200,0.05,0.6,1.0,False,0.0055248618784530384,0.049723756906077346,0.19999999999999998,0.1111111111111111,1.0,2.4662943367331875
avg_review_score,iqr(avg_review_score),500,0.08,auto,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.484115209097327
avg_review_score,iqr(avg_review_score),500,0.08,auto,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.4814693704765554
avg_review_score,iqr(avg_review_score),200,0.08,auto,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.477887265740311
avg_review_score,iqr(avg_review_score),300,0.08,auto,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.47510016638019
avg_review_score,iqr(avg_review_score),200,0.08,auto,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.4669077963636097
avg_review_score,iqr(avg_review_score),300,0.08,auto,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.461962688490837
avg_review_score,iqr(avg_review_score),300,0.08,0.8,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.4135553725676293
avg_review_score,iqr(avg_review_score),200,0.08,0.6,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.4066774518455083
avg_review_score,iqr(avg_review_score),500,0.08,0.6,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.403239369810047
avg_review_score,iqr(avg_review_score),500,0.08,0.8,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.4031441568240997
avg_review_score,iqr(avg_review_score),300,0.08,0.6,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.402436160926715
avg_review_score,iqr(avg_review_score),500,0.08,0.8,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.3980450916532456
avg_review_score,iqr(avg_review_score),200,0.08,0.8,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.397275103874513
avg_review_score,iqr(avg_review_score),300,0.08,0.8,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.3865174363559905
avg_review_score,iqr(avg_review_score),500,0.08,0.6,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.36639331203624
avg_review_score,iqr(avg_review_score),200,0.08,0.8,0.7,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.3639312033889377
avg_review_score,iqr(avg_review_score),300,0.08,0.6,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.3442689167134403
avg_review_score,iqr(avg_review_score),200,0.08,0.6,1.0,False,0.0055248618784530384,0.08287292817679558,0.125,0.06666666666666667,1.0,2.312104199919818
avg_review_score,iqr(avg_review_score),500,0.02,0.6,0.7,False,0.0055248618784530384,0.022099447513812154,0.0,0.0,0.0,2.8126270447613115
avg_review_score,iqr(avg_review_score),200,0.02,0.6,1.0,False,0.0055248618784530384,0.022099447513812154,0.0,0.0,0.0,2.660807710694964
